	ath	vvi
OG0007861	AT3G55470	GSVIVG01016533001
OG0007862	AT3G55480	GSVIVG01016531001
OG0007863	AT3G55510	GSVIVG01016319001
OG0007864	AT3G55520	GSVIVG01016514001
OG0007865	AT3G55530	GSVIVG01016511001
OG0007866	AT3G55550	GSVIVG01016502001
OG0007867	AT3G55570	GSVIVG01016477001
OG0007868	AT3G55580	GSVIVG01016476001
OG0007869	AT3G55620	GSVIVG01022313001
OG0007870	AT3G55760	GSVIVG01018073001
OG0007871	AT3G55770	GSVIVG01016382001
OG0007872	AT3G55780	GSVIVG01016379001
OG0007873	AT3G55800	GSVIVG01016373001
OG0007874	AT3G55830	GSVIVG01032860001
OG0007875	AT3G55850	GSVIVG01013488001
OG0007876	AT3G55950	GSVIVG01024731001
OG0007877	AT3G55960	GSVIVG01032815001
OG0007878	AT3G55990	GSVIVG01032800001
OG0007879	AT3G56010	GSVIVG01032790001
OG0007880	AT3G56040	GSVIVG01032777001
OG0007881	AT3G56120	GSVIVG01015435001
OG0007882	AT3G56130	GSVIVG01032737001
OG0007883	AT3G56150	GSVIVG01033425001
OG0007884	AT3G56210	GSVIVG01032723001
OG0007885	AT3G56230	GSVIVG01032719001
OG0007886	AT3G56250	GSVIVG01032717001
OG0007887	AT3G56290	GSVIVG01032702001
OG0007888	AT3G56310	GSVIVG01032699001
OG0007889	AT3G56330	GSVIVG01032697001
OG0007890	AT3G56460	GSVIVG01032867001
OG0007891	AT3G56490	GSVIVG01029893001
OG0007892	AT3G56510	GSVIVG01008659001
OG0007893	AT3G56550	GSVIVG01031345001
OG0007894	AT3G56570	GSVIVG01000252001
OG0007895	AT3G56640	GSVIVG01025793001
OG0007896	AT3G56650	GSVIVG01025792001
OG0007897	AT3G56690	GSVIVG01025783001
OG0007898	AT3G56720	GSVIVG01033643001
OG0007899	AT3G56740	GSVIVG01025741001
OG0007900	AT3G56810	GSVIVG01025830001
OG0007901	AT3G56820	GSVIVG01025828001
OG0007902	AT3G56830	GSVIVG01027660001
OG0007903	AT3G56840	GSVIVG01025858001
OG0007904	AT3G56870	GSVIVG01009690001
OG0007905	AT3G56891	GSVIVG01025864001
OG0007906	AT3G56900	GSVIVG01025850001
OG0007907	AT3G56910	GSVIVG01025849001
OG0007908	AT3G56930	GSVIVG01025842001
OG0007909	AT3G56940	GSVIVG01025841001
OG0007910	AT3G56950	GSVIVG01025840001
OG0007911	AT3G56990	GSVIVG01033615001
OG0007912	AT3G57050	GSVIVG01033607001
OG0007913	AT3G57060	GSVIVG01033598001
OG0007914	AT3G57080	GSVIVG01033595001
OG0007915	AT3G57090	GSVIVG01033594001
OG0007916	AT3G57120	GSVIVG01016245001
OG0007917	AT3G57150	GSVIVG01034188001
OG0007918	AT3G57170	GSVIVG01033562001
OG0007919	AT3G57190	GSVIVG01033556001
OG0007920	AT3G57280	GSVIVG01005040001
OG0007921	AT3G57290	GSVIVG01005045001
OG0007922	AT3G57300	GSVIVG01033231001
OG0007923	AT3G57430	GSVIVG01012159001
OG0007924	AT3G57520	GSVIVG01033305001
OG0007925	AT3G57560	GSVIVG01035586001
OG0007926	AT3G57570	GSVIVG01033319001
OG0007927	AT3G57610	GSVIVG01033324001
OG0007928	AT3G57630	GSVIVG01033325001
OG0007929	AT3G57650	GSVIVG01033326001
OG0007930	AT3G57660	GSVIVG01033327001
OG0007931	AT3G57680	GSVIVG01033332001
OG0007932	AT3G57790	GSVIVG01033349001
OG0007933	AT3G57810	GSVIVG01033353001
OG0007934	AT3G57870	GSVIVG01009448001
OG0007935	AT3G57910	GSVIVG01033521001
OG0007936	AT3G57990	GSVIVG01033512001
OG0007937	AT3G58050	GSVIVG01033469001
OG0007938	AT3G58100	GSVIVG01020664001
OG0007939	AT3G58180	GSVIVG01028297001
OG0007940	AT3G58460	GSVIVG01022493001
OG0007941	AT3G58470	GSVIVG01022470001
OG0007942	AT3G58490	GSVIVG01033434001
OG0007943	AT3G58520	GSVIVG01033438001
OG0007944	AT3G58530	GSVIVG01033441001
OG0007945	AT3G58560	GSVIVG01033442001
OG0007946	AT3G58600	GSVIVG01020685001
OG0007947	AT3G58610	GSVIVG01020689001
OG0007948	AT3G58640	GSVIVG01020712001
OG0007949	AT3G58690	GSVIVG01020728001
OG0007950	AT3G58750	GSVIVG01000817001
OG0007951	AT3G58770	GSVIVG01000809001
OG0007952	AT3G58790	GSVIVG01000800001
OG0007953	AT3G58800	GSVIVG01000796001
OG0007954	AT3G58830	GSVIVG01000791001
OG0007955	AT3G58970	GSVIVG01022826001
OG0007956	AT3G59030	GSVIVG01020808001
OG0007957	AT3G59040	GSVIVG01020809001
OG0007958	AT3G59090	GSVIVG01021418001
OG0007959	AT3G59280	GSVIVG01008650001
OG0007960	AT3G59300	GSVIVG01013557001
OG0007961	AT3G59350	GSVIVG01013564001
OG0007962	AT3G59380	GSVIVG01010747001
OG0007963	AT3G59390	GSVIVG01010753001
OG0007964	AT3G59400	GSVIVG01010754001
OG0007965	AT3G59410	GSVIVG01010758001
OG0007966	AT3G59420	GSVIVG01010759001
OG0007967	AT3G59430	GSVIVG01010760001
OG0007968	AT3G59470	GSVIVG01010788001
OG0007969	AT3G59490	GSVIVG01010791001
OG0007970	AT3G59520	GSVIVG01010795001
OG0007971	AT3G59530	GSVIVG01010807001
OG0007972	AT3G59550	GSVIVG01032038001
OG0007973	AT3G59630	GSVIVG01038127001
OG0007974	AT3G59650	GSVIVG01038138001
OG0007975	AT3G59660	GSVIVG01038144001
OG0007976	AT3G59670	GSVIVG01038145001
OG0007977	AT3G59680	GSVIVG01038146001
OG0007978	AT3G59710	GSVIVG01038177001
OG0007979	AT3G59770	GSVIVG01038186001
OG0007980	AT3G59780	GSVIVG01038182001
OG0007981	AT3G59800	GSVIVG01038193001
OG0007982	AT3G59820	GSVIVG01038211001
OG0007983	AT3G59840	GSVIVG01013230001
OG0007984	AT3G59980	GSVIVG01038277001
OG0007985	AT3G59990	GSVIVG01027489001
OG0007986	AT3G60220	GSVIVG01018343001
OG0007987	AT3G60240	GSVIVG01018330001
OG0007988	AT3G60300	GSVIVG01018284001
OG0007989	AT3G60310	GSVIVG01015202001
OG0007990	AT3G60340	GSVIVG01018256001
OG0007991	AT3G60360	GSVIVG01029836001
OG0007992	AT3G60370	GSVIVG01018250001
OG0007993	AT3G60400	GSVIVG01018245001
OG0007994	AT3G60460	GSVIVG01018234001
OG0007995	AT3G60520	GSVIVG01018208001
OG0007996	AT3G60590	GSVIVG01027684001
OG0007997	AT3G60660	GSVIVG01027639001
OG0007998	AT3G60720	GSVIVG01027651001
OG0007999	AT3G60730	GSVIVG01027653001
OG0008000	AT3G60740	GSVIVG01027657001
OG0008001	AT3G60800	GSVIVG01027631001
OG0008002	AT3G60810	GSVIVG01027612001
OG0008003	AT3G60820	GSVIVG01027613001
OG0008004	AT3G60830	GSVIVG01032120001
OG0008005	AT3G60850	GSVIVG01027619001
OG0008006	AT3G60860	GSVIVG01027623001
OG0008007	AT3G60910	GSVIVG01001439001
OG0008008	AT3G61050	GSVIVG01027563001
OG0008009	AT3G61080	GSVIVG01027527001
OG0008010	AT3G61130	GSVIVG01027574001
OG0008011	AT3G61140	GSVIVG01027510001
OG0008012	AT3G61170	GSVIVG01027504001
OG0008013	AT3G61180	GSVIVG01027503001
OG0008014	AT3G61250	GSVIVG01026868001
OG0008015	AT3G61350	GSVIVG01026912001
OG0008016	AT3G61360	GSVIVG01012782001
OG0008017	AT3G61470	GSVIVG01010483001
OG0008018	AT3G61490	GSVIVG01019405001
OG0008019	AT3G61540	GSVIVG01026968001
OG0008020	AT3G61620	GSVIVG01027043001
OG0008021	AT3G61650	GSVIVG01027050001
OG0008022	AT3G61680	GSVIVG01027081001
OG0008023	AT3G61690	GSVIVG01028706001
OG0008024	AT3G61710	GSVIVG01027092001
OG0008025	AT3G61750	GSVIVG01027122001
OG0008026	AT3G61770	GSVIVG01027149001
OG0008027	AT3G61790	GSVIVG01019557001
OG0008028	AT3G61800	GSVIVG01027157001
OG0008029	AT3G61870	GSVIVG01027398001
OG0008030	AT3G61960	GSVIVG01027458001
OG0008031	AT3G62000	GSVIVG01027486001
OG0008032	AT3G62010	GSVIVG01028271001
OG0008033	AT3G62030	GSVIVG01028226001
OG0008034	AT3G62040	GSVIVG01028227001
OG0008035	AT3G62080	GSVIVG01028237001
OG0008036	AT3G62110	GSVIVG01028246001
OG0008037	AT3G62120	GSVIVG01028250001
OG0008038	AT3G62130	GSVIVG01028252001
OG0008039	AT3G62140	GSVIVG01028253001
OG0008040	AT3G62160	GSVIVG01028257001
OG0008041	AT3G62190	GSVIVG01028267001
OG0008042	AT3G62220	GSVIVG01028210001
OG0008043	AT3G62240	GSVIVG01028201001
OG0008044	AT3G62260	GSVIVG01028192001
OG0008045	AT3G62280	GSVIVG01028185001
OG0008046	AT3G62310	GSVIVG01028153001
OG0008047	AT3G62330	GSVIVG01028150001
OG0008048	AT3G62360	GSVIVG01028140001
OG0008049	AT3G62370	GSVIVG01031247001
OG0008050	AT3G62390	GSVIVG01028123001
OG0008051	AT3G62420	GSVIVG01031238001
OG0008052	AT3G62550	GSVIVG01028109001
OG0008053	AT3G62580	GSVIVG01028100001
OG0008054	AT3G62600	GSVIVG01028094001
OG0008055	AT3G62620	GSVIVG01028089001
OG0008056	AT3G62630	GSVIVG01028087001
OG0008057	AT3G62660	GSVIVG01028072001
OG0008058	AT3G62730	GSVIVG01027969001
OG0008059	AT3G62770	GSVIVG01010945001
OG0008060	AT3G62800	GSVIVG01029969001
OG0008061	AT3G62810	GSVIVG01028011001
OG0008062	AT3G62880	GSVIVG01028017001
OG0008063	AT3G62890	GSVIVG01028022001
OG0008064	AT3G62910	GSVIVG01010979001
OG0008065	AT3G62920	GSVIVG01010984001
OG0008066	AT3G62940	GSVIVG01010986001
OG0008067	AT3G63095	GSVIVG01011106001
OG0008068	AT3G63140	GSVIVG01011082001
OG0008069	AT3G63170	GSVIVG01001154001
OG0008070	AT3G63190	GSVIVG01001148001
OG0008071	AT3G63200	GSVIVG01001146001
OG0008072	AT3G63220	GSVIVG01001176001
OG0008073	AT3G63250	GSVIVG01001192001
OG0008074	AT3G63290	GSVIVG01001201001
OG0008075	AT3G63340	GSVIVG01003117001
OG0008076	AT3G63390	GSVIVG01003131001
OG0008077	AT3G63400	GSVIVG01003133001
OG0008078	AT3G63420	GSVIVG01018076001
OG0008079	AT3G63430	GSVIVG01003137001
OG0008080	AT3G63460	GSVIVG01001441001
OG0008081	AT3G63480	GSVIVG01000008001
OG0008082	AT3G63490	GSVIVG01032196001
OG0008083	AT3G63500	GSVIVG01032137001
OG0008084	AT3G63530	GSVIVG01032082001
OG0008085	AT3G66654	GSVIVG01035000001
OG0008086	AT3G66658	GSVIVG01035003001
OG0008087	AT4G00026	GSVIVG01022807001
OG0008088	AT4G00030	GSVIVG01018209001
OG0008089	AT4G00050	GSVIVG01018165001
OG0008090	AT4G00060	GSVIVG01018154001
OG0008091	AT4G00090	GSVIVG01027606001
OG0008092	AT4G00120	GSVIVG01026516001
OG0008093	AT4G00150	GSVIVG01027680001
OG0008094	AT4G00165	GSVIVG01027641001
OG0008095	AT4G00170	GSVIVG01027643001
OG0008096	AT4G00290	GSVIVG01026989001
OG0008097	AT4G00300	GSVIVG01026990001
OG0008098	AT4G00310	GSVIVG01026998001
OG0008099	AT4G00335	GSVIVG01027002001
OG0008100	AT4G00355	GSVIVG01026948001
OG0008101	AT4G00370	GSVIVG01026946001
OG0008102	AT4G00440	GSVIVG01026934001
OG0008103	AT4G00450	GSVIVG01026933001
OG0008104	AT4G00460	GSVIVG01026930001
OG0008105	AT4G00530	GSVIVG01026894001
OG0008106	AT4G00550	GSVIVG01026818001
OG0008107	AT4G00560	GSVIVG01026821001
OG0008108	AT4G00570	GSVIVG01026824001
OG0008109	AT4G00585	GSVIVG01010541001
OG0008110	AT4G00590	GSVIVG01026844001
OG0008111	AT4G00620	GSVIVG01026845001
OG0008112	AT4G00650	GSVIVG01014063001
OG0008113	AT4G00720	GSVIVG01027506001
OG0008114	AT4G00730	GSVIVG01027508001
OG0008115	AT4G00740	GSVIVG01027509001
OG0008116	AT4G00800	GSVIVG01027438001
OG0008117	AT4G00830	GSVIVG01027425001
OG0008118	AT4G00840	GSVIVG01027419001
OG0008119	AT4G00910	GSVIVG01027186001
OG0008120	AT4G00990	GSVIVG01027160001
OG0008121	AT4G01037	GSVIVG01027077001
OG0008122	AT4G01040	GSVIVG01027076001
OG0008123	AT4G01050	GSVIVG01027075001
OG0008124	AT4G01130	GSVIVG01027038001
OG0008125	AT4G01150	GSVIVG01027036001
OG0008126	AT4G01210	GSVIVG01027020001
OG0008127	AT4G01220	GSVIVG01027019001
OG0008128	AT4G01240	GSVIVG01026979001
OG0008129	AT4G01250	GSVIVG01026965001
OG0008130	AT4G01270	GSVIVG01026963001
OG0008131	AT4G01290	GSVIVG01026955001
OG0008132	AT4G01310	GSVIVG01027006001
OG0008133	AT4G01320	GSVIVG01026981001
OG0008134	AT4G01370	GSVIVG01026984001
OG0008135	AT4G01395	GSVIVG01027440001
OG0008136	AT4G01400	GSVIVG01027442001
OG0008137	AT4G01410	GSVIVG01027444001
OG0008138	AT4G01470	GSVIVG01016615001
OG0008139	AT4G01570	GSVIVG01010456001
OG0008140	AT4G01630	GSVIVG01028215001
OG0008141	AT4G01650	GSVIVG01028225001
OG0008142	AT4G01660	GSVIVG01028229001
OG0008143	AT4G01690	GSVIVG01028241001
OG0008144	AT4G01730	GSVIVG01028245001
OG0008145	AT4G01790	GSVIVG01028248001
OG0008146	AT4G01800	GSVIVG01028249001
OG0008147	AT4G01810	GSVIVG01028251001
OG0008148	AT4G01860	GSVIVG01028203001
OG0008149	AT4G01880	GSVIVG01028196001
OG0008150	AT4G01897	GSVIVG01028182001
OG0008151	AT4G01900	GSVIVG01028181001
OG0008152	AT4G01935	GSVIVG01028159001
OG0008153	AT4G01940	GSVIVG01028158001
OG0008154	AT4G01995	GSVIVG01028138001
OG0008155	AT4G02010	GSVIVG01028135001
OG0008156	AT4G02020	GSVIVG01028124001
OG0008157	AT4G02030	GSVIVG01028119001
OG0008158	AT4G02050	GSVIVG01001036001
OG0008159	AT4G02060	GSVIVG01028118001
OG0008160	AT4G02070	GSVIVG01028112001
OG0008161	AT4G02080	GSVIVG01028107001
OG0008162	AT4G02100	GSVIVG01028103001
OG0008163	AT4G02110	GSVIVG01028102001
OG0008164	AT4G02120	GSVIVG01028084001
OG0008165	AT4G02210	GSVIVG01028065001
OG0008166	AT4G02220	GSVIVG01028059001
OG0008167	AT4G02260	GSVIVG01028045001
OG0008168	AT4G02290	GSVIVG01028042001
OG0008169	AT4G02340	GSVIVG01035113001
OG0008170	AT4G02350	GSVIVG01028035001
OG0008171	AT4G02390	GSVIVG01028029001
OG0008172	AT4G02405	GSVIVG01028025001
OG0008173	AT4G02440	GSVIVG01028000001
OG0008174	AT4G02450	GSVIVG01027988001
OG0008175	AT4G02460	GSVIVG01027985001
OG0008176	AT4G02485	GSVIVG01027979001
OG0008177	AT4G02500	GSVIVG01017760001
OG0008178	AT4G02510	GSVIVG01017736001
OG0008179	AT4G02530	GSVIVG01015564001
OG0008180	AT4G02550	GSVIVG01012454001
OG0008181	AT4G02560	GSVIVG01010967001
OG0008182	AT4G02570	GSVIVG01017738001
OG0008183	AT4G02580	GSVIVG01000718001
OG0008184	AT4G02600	GSVIVG01004125001
OG0008185	AT4G02610	GSVIVG01000716001
OG0008186	AT4G02620	GSVIVG01031574001
OG0008187	AT4G02670	GSVIVG01003119001
OG0008188	AT4G02680	GSVIVG01003114001
OG0008189	AT4G02710	GSVIVG01001195001
OG0008190	AT4G02715	GSVIVG01001172001
OG0008191	AT4G02720	GSVIVG01001165001
OG0008192	AT4G02725	GSVIVG01001163001
OG0008193	AT4G02750	GSVIVG01008407001
OG0008194	AT4G02790	GSVIVG01011078001
OG0008195	AT4G02800	GSVIVG01011083001
OG0008196	AT4G02820	GSVIVG01024495001
OG0008197	AT4G02830	GSVIVG01011088001
OG0008198	AT4G02900	GSVIVG01011097001
OG0008199	AT4G02930	GSVIVG01011073001
OG0008200	AT4G02980	GSVIVG01011062001
OG0008201	AT4G02990	GSVIVG01011061001
OG0008202	AT4G03020	GSVIVG01011041001
OG0008203	AT4G03030	GSVIVG01028288001
OG0008204	AT4G03070	GSVIVG01017174001
OG0008205	AT4G03080	GSVIVG01011026001
OG0008206	AT4G03090	GSVIVG01011024001
OG0008207	AT4G03100	GSVIVG01011015001
OG0008208	AT4G03110	GSVIVG01011013001
OG0008209	AT4G03115	GSVIVG01011012001
OG0008210	AT4G03120	GSVIVG01011011001
OG0008211	AT4G03130	GSVIVG01017825001
OG0008212	AT4G03150	GSVIVG01011009001
OG0008213	AT4G03180	GSVIVG01010994001
OG0008214	AT4G03200	GSVIVG01010978001
OG0008215	AT4G03210	GSVIVG01000416001
OG0008216	AT4G03220	GSVIVG01000421001
OG0008217	AT4G03230	GSVIVG01000425001
OG0008218	AT4G03240	GSVIVG01000441001
OG0008219	AT4G03250	GSVIVG01037260001
OG0008220	AT4G03260	GSVIVG01000442001
OG0008221	AT4G03270	GSVIVG01000451001
OG0008222	AT4G03390	GSVIVG01030565001
OG0008223	AT4G03400	GSVIVG01030558001
OG0008224	AT4G03415	GSVIVG01030553001
OG0008225	AT4G03420	GSVIVG01030550001
OG0008226	AT4G03430	GSVIVG01030385001
OG0008227	AT4G03510	GSVIVG01014361001
OG0008228	AT4G03560	GSVIVG01020549001
OG0008229	AT4G03620	GSVIVG01021577001
OG0008230	AT4G04180	GSVIVG01004817001
OG0008231	AT4G04190	GSVIVG01036187001
OG0008232	AT4G04320	GSVIVG01012659001
OG0008233	AT4G04330	GSVIVG01012660001
OG0008234	AT4G04350	GSVIVG01012668001
OG0008235	AT4G04370	GSVIVG01012670001
OG0008236	AT4G04610	GSVIVG01030440001
OG0008237	AT4G04614	GSVIVG01001191001
OG0008238	AT4G04670	GSVIVG01012726001
OG0008239	AT4G04720	GSVIVG01012730001
OG0008240	AT4G04770	GSVIVG01012742001
OG0008241	AT4G04830	GSVIVG01017852001
OG0008242	AT4G04850	GSVIVG01005667001
OG0008243	AT4G04870	GSVIVG01012658001
OG0008244	AT4G04880	GSVIVG01012654001
OG0008245	AT4G04885	GSVIVG01012646001
OG0008246	AT4G04910	GSVIVG01014341001
OG0008247	AT4G04920	GSVIVG01002029001
OG0008248	AT4G04930	GSVIVG01002020001
OG0008249	AT4G04940	GSVIVG01034133001
OG0008250	AT4G04960	GSVIVG01005211001
OG0008251	AT4G05090	GSVIVG01003661001
OG0008252	AT4G05160	GSVIVG01031500001
OG0008253	AT4G05230	GSVIVG01012631001
OG0008254	AT4G05320	GSVIVG01023471001
OG0008255	AT4G05420	GSVIVG01021587001
OG0008256	AT4G05460	GSVIVG01021579001
OG0008257	AT4G05530	GSVIVG01007244001
OG0008258	AT4G06536	GSVIVG01009450001
OG0008259	AT4G06599	GSVIVG01023290001
OG0008260	AT4G06634	GSVIVG01023286001
OG0008261	AT4G06676	GSVIVG01023281001
OG0008262	AT4G06744	GSVIVG01031702001
OG0008263	AT4G07390	GSVIVG01009436001
OG0008264	AT4G07960	GSVIVG01009290001
OG0008265	AT4G07990	GSVIVG01009286001
OG0008266	AT4G08150	GSVIVG01009273001
OG0008267	AT4G08170	GSVIVG01009265001
OG0008268	AT4G08180	GSVIVG01008930001
OG0008269	AT4G08210	GSVIVG01008922001
OG0008270	AT4G08230	GSVIVG01008909001
OG0008271	AT4G08240	GSVIVG01008902001
OG0008272	AT4G08250	GSVIVG01008901001
OG0008273	AT4G08280	GSVIVG01008891001
OG0008274	AT4G08330	GSVIVG01008867001
OG0008275	AT4G08350	GSVIVG01010022001
OG0008276	AT4G08390	GSVIVG01008846001
OG0008277	AT4G08455	GSVIVG01008796001
OG0008278	AT4G08540	GSVIVG01008963001
OG0008279	AT4G08550	GSVIVG01008966001
OG0008280	AT4G08690	GSVIVG01008998001
OG0008281	AT4G08790	GSVIVG01032636001
OG0008282	AT4G08810	GSVIVG01025447001
OG0008283	AT4G08900	GSVIVG01027662001
OG0008284	AT4G08920	GSVIVG01009033001
OG0008285	AT4G08940	GSVIVG01009042001
OG0008286	AT4G08960	GSVIVG01009068001
OG0008287	AT4G08980	GSVIVG01006630001
OG0008288	AT4G09010	GSVIVG01009079001
OG0008289	AT4G09020	GSVIVG01009087001
OG0008290	AT4G09040	GSVIVG01009091001
OG0008291	AT4G09140	GSVIVG01026715001
OG0008292	AT4G09320	GSVIVG01018297001
OG0008293	AT4G09350	GSVIVG01012773001
OG0008294	AT4G09510	GSVIVG01034488001
OG0008295	AT4G09580	GSVIVG01034486001
OG0008296	AT4G09620	GSVIVG01034475001
OG0008297	AT4G09650	GSVIVG01001595001
OG0008298	AT4G09680	GSVIVG01009572001
OG0008299	AT4G09730	GSVIVG01013702001
OG0008300	AT4G09750	GSVIVG01001427001
OG0008301	AT4G09820	GSVIVG01011123001
OG0008302	AT4G09830	GSVIVG01022271001
OG0008303	AT4G09890	GSVIVG01034575001
OG0008304	AT4G09960	GSVIVG01025945001
OG0008305	AT4G09970	GSVIVG01025912001
OG0008306	AT4G09980	GSVIVG01028893001
OG0008307	AT4G10000	GSVIVG01036436001
OG0008308	AT4G10020	GSVIVG01036430001
OG0008309	AT4G10030	GSVIVG01036396001
OG0008310	AT4G10040	GSVIVG01036385001
OG0008311	AT4G10050	GSVIVG01036383001
OG0008312	AT4G10090	GSVIVG01032643001
OG0008313	AT4G10100	GSVIVG01036284001
OG0008314	AT4G10120	GSVIVG01037186001
OG0008315	AT4G10130	GSVIVG01018045001
OG0008316	AT4G10140	GSVIVG01037160001
OG0008317	AT4G10180	GSVIVG01027490001
OG0008318	AT4G10250	GSVIVG01023134001
OG0008319	AT4G10260	GSVIVG01037102001
OG0008320	AT4G10300	GSVIVG01037105001
OG0008321	AT4G10320	GSVIVG01010735001
OG0008322	AT4G10330	GSVIVG01037110001
OG0008323	AT4G10340	GSVIVG01037111001
OG0008324	AT4G10360	GSVIVG01024517001
OG0008325	AT4G10380	GSVIVG01019729001
OG0008326	AT4G10430	GSVIVG01019720001
OG0008327	AT4G10620	GSVIVG01025382001
OG0008328	AT4G10650	GSVIVG01013826001
OG0008329	AT4G10710	GSVIVG01031308001
OG0008330	AT4G10760	GSVIVG01019635001
OG0008331	AT4G10770	GSVIVG01019633001
OG0008332	AT4G10790	GSVIVG01019629001
OG0008333	AT4G10840	GSVIVG01027175001
OG0008334	AT4G10920	GSVIVG01019561001
OG0008335	AT4G10925	GSVIVG01019559001
OG0008336	AT4G10930	GSVIVG01019556001
OG0008337	AT4G10950	GSVIVG01019553001
OG0008338	AT4G11060	GSVIVG01031193001
OG0008339	AT4G11120	GSVIVG01015570001
OG0008340	AT4G11130	GSVIVG01007792001
OG0008341	AT4G11150	GSVIVG01019478001
OG0008342	AT4G11160	GSVIVG01031142001
OG0008343	AT4G11270	GSVIVG01019421001
OG0008344	AT4G11400	GSVIVG01019386001
OG0008345	AT4G11420	GSVIVG01031192001
OG0008346	AT4G11440	GSVIVG01019754001
OG0008347	AT4G11560	GSVIVG01019755001
OG0008348	AT4G11570	GSVIVG01019756001
OG0008349	AT4G11600	GSVIVG01019766001
OG0008350	AT4G11640	GSVIVG01019772001
OG0008351	AT4G11655	GSVIVG01019832001
OG0008352	AT4G11660	GSVIVG01019829001
OG0008353	AT4G11670	GSVIVG01019827001
OG0008354	AT4G11690	GSVIVG01024955001
OG0008355	AT4G11720	GSVIVG01019819001
OG0008356	AT4G11790	GSVIVG01019866001
OG0008357	AT4G11800	GSVIVG01009556001
OG0008358	AT4G11820	GSVIVG01019875001
OG0008359	AT4G11860	GSVIVG01019881001
OG0008360	AT4G11970	GSVIVG01019895001
OG0008361	AT4G11980	GSVIVG01019903001
OG0008362	AT4G12070	GSVIVG01025315001
OG0008363	AT4G12130	GSVIVG01004911001
OG0008364	AT4G12230	GSVIVG01004916001
OG0008365	AT4G12420	GSVIVG01001270001
OG0008366	AT4G12540	GSVIVG01016979001
OG0008367	AT4G12570	GSVIVG01003328001
OG0008368	AT4G12610	GSVIVG01003352001
OG0008369	AT4G12680	GSVIVG01030132001
OG0008370	AT4G12710	GSVIVG01030122001
OG0008371	AT4G12730	GSVIVG01030085001
OG0008372	AT4G12740	GSVIVG01004124001
OG0008373	AT4G12750	GSVIVG01036776001
OG0008374	AT4G12760	GSVIVG01038257001
OG0008375	AT4G12790	GSVIVG01001907001
OG0008376	AT4G12800	GSVIVG01019114001
OG0008377	AT4G12830	GSVIVG01001533001
OG0008378	AT4G12910	GSVIVG01003805001
OG0008379	AT4G12970	GSVIVG01031691001
OG0008380	AT4G13010	GSVIVG01005919001
OG0008381	AT4G13020	GSVIVG01005924001
OG0008382	AT4G13030	GSVIVG01004748001
OG0008383	AT4G13040	GSVIVG01003250001
OG0008384	AT4G13070	GSVIVG01037932001
OG0008385	AT4G13150	GSVIVG01028673001
OG0008386	AT4G13200	GSVIVG01028583001
OG0008387	AT4G13220	GSVIVG01028546001
OG0008388	AT4G13250	GSVIVG01015384001
OG0008389	AT4G13270	GSVIVG01015401001
OG0008390	AT4G13330	GSVIVG01027915001
OG0008391	AT4G13370	GSVIVG01015437001
OG0008392	AT4G13400	GSVIVG01015433001
OG0008393	AT4G13420	GSVIVG01011951001
OG0008394	AT4G13440	GSVIVG01027929001
OG0008395	AT4G13450	GSVIVG01027936001
OG0008396	AT4G13500	GSVIVG01030083001
OG0008397	AT4G13530	GSVIVG01036285001
OG0008398	AT4G13550	GSVIVG01001867001
OG0008399	AT4G13590	GSVIVG01029035001
OG0008400	AT4G13600	GSVIVG01021055001
OG0008401	AT4G13620	GSVIVG01021060001
OG0008402	AT4G13630	GSVIVG01021064001
OG0008403	AT4G13650	GSVIVG01033389001
OG0008404	AT4G13670	GSVIVG01029077001
OG0008405	AT4G13690	GSVIVG01029086001
OG0008406	AT4G13700	GSVIVG01029053001
OG0008407	AT4G13720	GSVIVG01029046001
OG0008408	AT4G13730	GSVIVG01020911001
OG0008409	AT4G13750	GSVIVG01020920001
OG0008410	AT4G13780	GSVIVG01038361001
OG0008411	AT4G13870	GSVIVG01021028001
OG0008412	AT4G13970	GSVIVG01027211001
OG0008413	AT4G14000	GSVIVG01031564001
OG0008414	AT4G14110	GSVIVG01029694001
OG0008415	AT4G14145	GSVIVG01016260001
OG0008416	AT4G14147	GSVIVG01020914001
OG0008417	AT4G14170	GSVIVG01037390001
OG0008418	AT4G14180	GSVIVG01031569001
OG0008419	AT4G14210	GSVIVG01016650001
OG0008420	AT4G14220	GSVIVG01017909001
OG0008421	AT4G14305	GSVIVG01027860001
OG0008422	AT4G14310	GSVIVG01027854001
OG0008423	AT4G14330	GSVIVG01027850001
OG0008424	AT4G14340	GSVIVG01027835001
OG0008425	AT4G14350	GSVIVG01027833001
OG0008426	AT4G14480	GSVIVG01027718001
OG0008427	AT4G14540	GSVIVG01014673001
OG0008428	AT4G14570	GSVIVG01018091001
OG0008429	AT4G14590	GSVIVG01037252001
OG0008430	AT4G14605	GSVIVG01001819001
OG0008431	AT4G14640	GSVIVG01018070001
